"french","bambara"
"faire bénéfices","tɔ̀nɔn"
"faire bénéfices","tnɔ̀"
"le commerce m'a été bénéfique","ń tɔ̀nɔna  jàgo lá"
"gage","tɔ̀nɔmada"
"Si tu prends en gage le manteau de qn ...","Ní í yé í mɔ̀gɔɲɔgɔn dɔ́ ká dùlɔkiba mínɛ tɔ̀nɔmada yé...é 22, 25)"
"mettre en gage","tɔ̀nɔmàdá"
"mettre en gage","tnɔ̀.mà.dá"
"bracelet torsadé","tɔ́nɔmi"
"bracelet torsadé","tnɔ́mi"
"tordre","tɔ́nɔmi"
"tordre","tnɔ́mi"
"tordre","tɔ́nɔtɔnɔ"
"tordre","tnɔ́tnɔ"
"s'enrouler","tɔ́nɔtɔnɔ"
"s'enrouler","tnɔ́tnɔ"
"la liane grimpe en s'enroulant autour des branches d'arbre","nɔ́nfɔn b'í tɔ́nɔtɔnɔ  jíribolo lá  kà yɛ̀lɛn"
"réunion","tɔ́nsigi"
"burin","tɔ̀ntɔ"
"rater","tɔ́ntɔli"
"frôler","tɔ́ntɔli"
"ne pas pénétrer","tɔ́ntɔli"
"s’efforcer","tɔ́ntɔn"
"contracter les muscles","tɔ́ntɔn"
"[Context: à naître] la maman doit pousser pour aider l'enfant","mùso ká kán k'í tɔ́n-tɔ́n  kà dén dɛ̀mɛ"
"offenser","tɔ̀ɲɔ"
"opprimer","tɔ̀ɲɔ"
"offence","tɔ̀ɲɔ"
"camarade","tɔ̀ɲɔgɔn"
"camarade","tɔ̀ɲɔɔn"
"copain","tɔ̀ɲɔgɔn"
"copain","tɔ̀ɲɔɔn"
"camarade","tɔ̀ɲɔgɔnkɛ"
"camarade","tɔ̀ɲɔɔn.kɛ"
"copain","tɔ̀ɲɔgɔnkɛ"
"copain","tɔ̀ɲɔɔn.kɛ"
"compagnon","tɔ̀ɲɔgɔnma"
"le poulain et l'enfant sont nés le même jour","sò ní màaninfin kɛ́ra tɔ̀ɲɔgɔnma yé"
"copine","tɔ̀ɲɔgɔnmuso"
"copine","tɔ̀.ɲɔɔn.muso"
"camaraderie","tɔ̀ɲɔgɔnya"
"camaraderie","tɔ̀.ɲɔɔn.ya"
"souffrance","tɔ́ɔrɔ"
"mal","tɔ́ɔrɔ"
"ça va","tɔ́ɔrɔ tɛ́ !"
"pour que tes fatigues et tes souffrances ne soient pas vaines ...","wáasa  í ká sɛ̀gɛn ń'í ká tɔ́ɔrɔ kàna kɛ́  fú yé..."
"faire souffrir","tɔ́ɔrɔ"
"déranger","tɔ́ɔrɔ"
"entretenir","tɔ̀pɔtɔ"
"être aux petits soins pour","tɔ̀pɔtɔ"
"cogner","tɔ́rɔ"
"cogner","ntɔ́rɔn"
"entrechoquer","tɔ́rɔ"
"entrechoquer","ntɔ́rɔn"
"on donne un coup aux arachides en coque pour les décortiquer","tìga fàrama bɛ́ tɔ́rɔ kà wɔ́rɔ"
"asseoir de force","tɔ́rɔ"
"asseoir de force","ntɔ́rɔn"
"[Context: à la lutte] il l'a soulevé et assis de force par terre","à y'á tà  kà tɔ́rɔ  dùgu mà"
"éclore","tɔ́rɔ"
"éclore","ntɔ́rɔn"
"les pintadeaux ont éclos aujourd'hui","kàmiden tɔ́rɔla bì"
"couver","tɔ́rɔ"
"couver","ntɔ́rɔn"
"couveuse","tɔ́rɔlan"
"poignée","tɔ̀rɔmɔjɔn"
"poignée","tɔ̀rɔmajɔn"
"[Context: en action de grâces pour une récolte exceptionnelle de haricots] chaque chef de famille, trois poignées de haricots, chaque épouse de chef de famille, quatre poignées, et les offrir à Dieu en l'invoquant.","gàtigicɛ, ɔ́ tɔ̀rɔmɔjɔn sàba, gátigimuso, tɔ̀rɔmɔjɔn náani, kà Ngála tára ò kàn"
"prendre à.pleine main","tɔ̀rɔmɔjɔnya"
"prendre à.pleine main","tɔ̀rɔmajɔn.ya"
"il a pris une poignée de haricots","à y'á bólo tɔ̀rɔmɔjɔnya shɔ́ lá"
"bourses","tɔ̀rɔɲaga"
"reculer","tɔ̀tɔma"
"il a marché à reculons","à y'í tɔ̀tɔma à kɔ́ lá"
"très froid","tɔ́yi"
"boulette de condiment","tu"
"couper","tù"
"garnir de cuir","tù"
"heurter","tù"
"heurter","tùu"
"buter sur","tù"
"buter sur","tùu"
"mon pied a buté sur cette souche","ń sèn tùra  gùngurun ìn ná"
"corner","tù"
"corner","tùu"
"la vache lui a donné un coup de cornes","mìsi y'á tù"
"touffe","tú"
"le premier qui a défriché ...","mɔ̀gɔ fɔ́lɔ mín yé  tú tìgɛ..."
"être touffu","tú"
"rendre touffu","tú"
"cracher","tú"
"pouah","tú"
"pouah","túuu"
"pouah","túu"
"Européen","tùbabu"
"Européen","tùbaabu"
"Blanc","tùbabu"
"Blanc","tùbaabu"
"Français","tùbabu"
"Français","tùbaabu"
"noir européanisé","tùbabufin"
"gros oignon","tùbabujaba"
"langue française","tùbabukan"
"francophone","tùbabukanfɔla"
"cotonnier d'importation","tùbabukɔɔri"
"porc","tùbabulɛ"
"cochon d'élevage","tùbabulɛ"
"prêtre","tùbabumori"
"arbre Delonix regia","tùbabunɛrɛ"
"arbre Delonix regia","nɛ̀rɛnin"
"pastèque comestible","tùbabunsɛrɛ"
"sapotier","tùbabusi"
"pomme-cannelle","tùbabusunsun"
"condition d'européen","tùbabuya"
"comportement de blanc","tùbabuya"
"pantalon bouffant","túbalajigin"
"pantalon bouffant","túfalajigin"
"brique","tùfa"
"brique","ntùfa"
"faire, mouler des briques","tùfa gòsi"
"tirer vers soi","tùfa"
"toit de chaume","túfa"
"brique","tùfaden"
"[Context: kb 9/06 p 2] ATT a posé la première pierre de ce pont ...","Á yé bábili ìn tùfaden fɔ́lɔ dá..."
"frange à.pompon","túfeere"
"petite houppe","túfeere"
"liane Acacia ataxandra","túfin"
"liane Acacia ataxacantha","túfin"
"bras","tùgu"
"rabouter","tùgu"
"greffer","tùgu"
"allumer","tùgu"
"allumer la lampe","lánpa tùgu"
"suivre","tùgu"
"ils se suivent les uns les autres","ù bɛ́ tùgu  ɲɔ́gɔn ná"
"fermer","túgu"
"faire exprès","túgu"
"faire exprès","dábɔ à káma"
"elle fait semblant de pleurer","à b'á túgu kà kàsi"
"[Context: dicton] on peut faire semblant de gémir, on ne fait pas semblant de transpirer","màa b'í túgu kà ŋúna, à t'í túgu kà wɔ̀si"
"simulateur","túgubaanci"
"simulateur","túgubaganci"
"vaccination","tùguci"
"point d'attache","tùguda"
"bras","tùgukan"
"humérus","tùgukolo"
"coude","tùgukun"
"noeud","tùgukuru"
"encore","túgun"
"encore","bìlen"
"encore","túgunni"
"encore","tún"
"il n'est plus venu","à má nà túgun"
"encore","túgunni"
"encore","túguni"
"la jeune fille a de nouveau apporté de la nourriture","dénnin nàna ní  dúmuni yé túgunni"
"biceps","tùgusɔn"
"complètement","túgutege"
"oreille","túlo"
"oreille","tló"
"il entend tout, il comprend tout","à túlo bɛ́  nìn bɛ́ɛ rɔ́"
"sa grand'mère l'a élevé, il est devenu indocile","màmuso y'á lámɔ, à túlo gɛ̀lɛyara"
"annoncer qc à qn","...dá  màa túlo kàn"
"chien de fusil","túlo"
"chien de fusil","tló"
"qui a de grandes oreilles","túloba"
"qui est au courant de tout","túloba"
"cérumen","túlobo"
"cérumen","tló.bo"
"cuiller en bois","túlobɔ́ńyɛ́rɛlɔ́"
"cuiller en bois","sònkala"
"lobe d'oreille","túlobu"
"otite","túlodimi"
"otite","tló.dimi"
"pavillon d'oreille","túlofura"
"pavillon d'oreille","tló.fura"
"sourd","túlogeren"
"sourd","tló.gweren"
"mal entendant","túlogeren"
"mal entendant","tló.gweren"
"surdité","túlogerenya"
"surdité","tló.gweren.ya"
"intérieur de l'oreille","túlokɔnɔna"
"intérieur de l'oreille","tló.kɔnɔ.na"
"caracal","túlokɔnɔsima"
"caracal","mìsidenwara"
"herbe crotalaire","túlokɔrɔci"
"herbe crotalaire","túlokɔrɔcipɛ"
"amadouer","túlokɔrɔdiya"
"[Context: kb 10/05 p 7] Le gouvernement a dit de belles paroles aux paysans mais il n'a pas apporté l'engrais","gófɛrɛnama yé sɛ̀nɛkɛla túlokɔrɔdiya, kà à má nà ní ángere yé"
"lobe d'oreille","túlokɔrɔfɛlɛfɛlɛ"
"lobe d'oreille","tló.kɔrɔ.fɛlɛfɛlɛ"
"assourdir","túlokɔrɔgàn"
"assourdir","túlokɔrɔlagan"
"assourdir","tló.kɔrɔ.gàn"
"casser les oreilles","túlokɔrɔgàn"
"casser les oreilles","túlokɔrɔlagan"
"casser les oreilles","tló.kɔrɔ.gàn"
"sous oreille","túlokɔrɔju"
"sous oreille","tló.kɔrɔ.ju"
"docilité","túlokun"
"docilité","tló.kun"
"il est têtu","à túlokun ká gɛ̀lɛn"
"moignon d'oreille","túlokurun"
"moignon d'oreille","tló.kurun"
"boucle d'oreille","túloladon"
"boucle d'oreille","tló.la.don"
"boucle d'oreille métallique","túlolanɛgɛ"
"boucle d'oreille métallique","tló.la.nɛgɛ"
"boucle d'oreille en or","túlolasanu"
"boucle d'oreille en or","tló.la.sanu"
"ayant oreilles","túloma"
"fourche","túloma"
"poteau fourche","túloma"
"bien écouter","túlomada"
"prêter attention","túlomada"
"entêté","túlomagɛlɛn"
"entêté","tló.ma.gwɛlɛn"
"si tu vois un enfant désobéissant, c'est sa grand'mère qui l'a éduqué","ń'í yé dénmisɛnnin túlomagɛlɛn fɛ́n ó fɛ́n yé, ó yé  mɔ̀musolamɔden dé yé"
"entêtement","túlomagɛlɛya"
"entêtement","túlo.ma.gwɛlɛ.ya"
"désobéissance","túlomagɛlɛya"
"désobéissance","túlo.ma.gwɛlɛ.ya"
"fait d'écouter","túlomajɔ"
"attention","túlomajɔ"
"écouter","túlomàjɔ"
"écouter","tló.mà.jɔ"
"dresser l'oreille","túlomàjɔ"
"dresser l'oreille","tló.mà.jɔ"
"il l'écoute bien","à b'í túlomajɔ  ò fɛ̀"
"inattentif","túlomajɔbali"
"inattentif","tló.ma.jɔ.bali"
"inattention","túlomajɔbaliya"
"inattention","tló.ma.jɔ.bali.ya"
"arrière petit-fils","túlomasama"
"arrière petit-fils","tló.ma.sama"
"arrière petite-fille","túlomasama"
"arrière petite-fille","tló.ma.sama"
"bisaïeule","túlomasama"
"bisaïeule","tló.ma.sama"
"arrière grand'père","túlominɛ"
"arrière grand'père","tló.minɛ"
"même si son grand'père n'est pas mort, en tout cas son arrière grand'père est mort","háli ní  à mɔ̀kɛ sàlen tɛ́, í ń'á sɔ̀rɔ : à túlominɛ sàlen dòn"
"jouer","túlon"
"jouer","tlón"
"jeu","túlon"
"jeu","tlón"
"plaisanterie","túlon"
"plaisanterie","tlón"
"ils plaisantent avec leur ""senenkun""","ù bɛ́  túlon bìla  sénenkun ná"
"débauche","túlon"
"débauche","tlón"
"s'amuser  / s'adonner à la débauche","túlon kɛ́"
"bâtard","túlonkɛden"
"bâtard","tlón.kɛ.den"
"jouet","túlonkɛfɛn"
"jouet","tlón.kɛ.fɛn"
"plaisanterie","túlonkɛkuma"
"plaisanterie","túlonkuma"
"plaisanterie","tlón.kɛ.kuma"
"joueur","túlonkɛla"
"joueur","tlón.kɛ.la"
"plaisantin","túlonkɛla"
"plaisantin","tlón.kɛ.la"
"débauché","túlonkɛla"
"débauché","tlón.kɛ.la"
"jouet","túlonkɛlan"
"jouet","tlón.kɛ.lan"
"sobriquet","túlontɔgɔ"
"sobriquet","túlon.twa"
"cavité.d'oreille","túlowo"
"cavité.d'oreille","tló.wo"
"huppe","tùlu"
"huppe","tùru"
"huppe","kùlu"
"crête","tùlu"
"crête","tùru"
"crête","kùlu"
"mèche","tùlu"
"mèche","tùru"
"mèche","kùlu"
"huile","túlu"
"matière grasse","túlu"
"tresse","tùlukala"
"tresse","tùru.kala"
"antenne","tùlukala"
"antenne","tùru.kala"
"arbre Carapa procera","túlukuna"
"arbre Carapa procera","kɔ̀bi"
"huileux","túluma"
"moment","tùma"
"moment","wáati"
"moment","wágati"
"heure","tùma"
"heure","wáati"
"heure","wágati"
"lorsque, au moment où ...","...tùma mín ná"
"temps","tùma"
"temps","wáati"
"temps","wágati"
"il n'y a pas longtemps","à tùma má mɛ́"
"à toute heure, tout le temps","tùma bɛ́ɛ"
"parfois, quelquefois","tùma dɔ́ lá"
"saison","tùma"
"saison","wáati"
"saison","wágati"
"de tout temps","tùmadama"
"de tout temps","fùradama"
"échéance","tùmase"
"mort","tùmase"
"quand le moment est arrivé, il n'y a pas de remède","fúra tɛ́ tùmase lá"
"patate douce sp","tùmáwùlé"
"patate douce sp","dùmáŋèré"
"endroit boisé","túmayɔrɔ"
"ail","túmɛ"
"ail","súmɛ"
"PST","tùn"
"il était à la maison","à tùn bɛ́ só"
"c'était lui, c'était cela","ò tùn dòn"
"il n'était pas enore arrivé","à tùn má nà fɔ́lɔ"
"tu aurais dû l'épargner !","é tùn k'á tó dɛ́ !"
"planchette","tùnfuru"
"pays étranger","túnga"
"pays étranger","túngan"
"émigration","túngafɛtaa"
"émigration","túnga.fɛ.taga"
"expatriement","túngafɛtaa"
"expatriement","túnga.fɛ.taga"
"[Context: Kb 10/06 p 3] c'est pourquoi les jeunes gens veulent à tout prix s'expatrier","ò dè kósɔn dénmisɛn bɛ́ k'ù ní fìli túngafɛtaa nɔ̀ fɛ̀"
"émigré","túngalataala"
"émigré","túngalamɔgɔ"
"émigré","túnga.fɛ.taa.la"
"[Context: kb 11/05 p 3] la barque s'est renversée avec beaucoup d'émigrés","kúrun dáfirila ní túngalataala cáman yé"
"émigrant","túngarankɛ"
"émigrant","túngaranke"
"arrêter brusquement","tùngurun"
"arrêter brusquement","tùuru"
"arrêter brusquement","tùnkurun"
"arrêter brusquement","tùnkurunma"
"bloquer net","tùngurun"
"bloquer net","tùuru"
"bloquer net","tùnkurun"
"bloquer net","tùnkurunma"
"s'arrêter brusquement","tùngurun"
"s'arrêter brusquement","tùuru"
"s'arrêter brusquement","tùnkurun"
"s'arrêter brusquement","tùnkurunma"
"hésiter","tùngurun"
"hésiter","tùuru"
"hésiter","tùnkurun"
"hésiter","tùnkurunma"
"manifester du respect","tùngurun"
"manifester du respect","tùuru"
"manifester du respect","tùnkurun"
"manifester du respect","tùnkurunma"
"perdre","túnu"
"perdre","túnun"
"égarer","túnu"
"égarer","túnun"
"géomancie","tùrabu"
"géomancie","tàrabu"
"[Context: faire de la géomancie] les deux expressions ""tùràbùda"" et ""bùgùrìda"" ont le même sens","kà tùrabu dá àni kà bùguri dá, ò yé kélen yé"
"devin","tùrabudala"
"géomancien","tùrabudala"
"touriste","túrisi"
"girafe","túrɔminajan"
"girafe","ntìlen"
"girafe","kúngoɲaamu"
"serpent Dispholidus typus","túrɔɲajan"
"serpent Dispholidus typus","ɲàjan"
"planter","túru"
"enfoncer","túru"
"planter, transplanter un arbre","jíri túru"
"[Context: pour saluer] les circoncis posent leur coude à terre","sòlimaden bɛ́  ù nɔ̀nkɔn túru  dùgu lá"
"prétexter","tùrudà"
"Tourouka","túruka"
"Tourouka","túrka"
"balafon sp","túrukabala"
"balafon sp","bálanin"
"balafon sp","túrka.bala"
"casaque","túruti"
"casaque","túrti"
"poule de rochers","túsyɛ̀nin"
"jeune épi de maïs","tùtaan"
"se former en épi","tùtaan"
"liane-étoile","tú-tɔ̀nɔntan"
"arbre tutu blanc","tùtu"
"prostituée","tùtu"
"vipère heurtante","tùtu"
"vipère heurtante","dànkalan"
"battre linge trempé","tútu"
"bourrer le mou","tútu"
"arbre Parinari polyandra","tùtufin"
"sexe féminin","tùtunin"
"convertir","túubi"
"se convertir","túubi"
"soumettre","túubi"
"il a soumis les révoltés","à yé  múrutilen túubi"
"converti","túubibaa"
"converti","túubi.baga"
"soumis","túubibaa"
"soumis","túubi.baga"
"convertisseur","túubibaa"
"convertisseur","túubi.baga"
"néophyte musulman","túubiden"
"néophyte musulman","túubijɔn"
"cratérope brun","twátwalen"
"bruit de chute","táli"
"3PL","ù"
"oui","ùnhun"
"non","ún-ùn"
"non","únhùn"
"il ne sait pas dire non","à tɛ́ sé  ún-ùn ná"
"août","ùti"
"Q","wà"
"est-ce que","wà"
"est-ce que c'est ça ?","ò dòn wá ?"
"bon","wà"
"alors !","wà"
"aller","wà"
"aller","táa"
"faire partir","wà"
"faire partir","táa"
"tu ne partiras pas avec nous","é ní  án tɛ́ wà"
"[Context: souhait adressé à un défunt] Que Dieu ne fasse pas partir avec toi  la force de la famille !","Ála kàna  só bárika wà  í bólo !"
"ou bien","wáa"
"ou bien","w'"
"mille","wáa"
"mille","bà"
"5 000 francs","wáa"
"5 000 francs","bà"
"herbe Andropogon gayanus","wàaba"
"herbe Andropogon gayanus","wàga.ba"
"obligation","wáajibi"
"obligation","wájibi"
"de force","wáajbi lá"
"c'est obligatoire, de gré ou de force","wáajibi !"
"contraindre","wáajibi"
"contraindre","wájibi"
"obligatoirement","wáajibi"
"obligatoirement","wájibi"
"contraindre","wáajibiya"
"contraindre","wájibi.ya"
"c'est mon devoir de le dire, non de forcer les gens à le faire.","cí bɛ́  né kàn k'à fɔ́, cí tɛ́  né kàn  kà mɔ̀gɔ wáajibiya k'à kɛ́"
"touffe d’herbes","wàaju"
"touffe d’herbes","wàga.ju"
"prêche","wáaju"
"exhortation morale","wáaju"
"exhorter","wáaju"
"prêche","wáajuli"
"prêche","wáajulikan"
"prédicateur","wáajulikɛla"
"nouveau champ","wàakɛnɛ"
"nouveau champ","wàga.kɛnɛ"
"vigoureux","wáanba"
"vigoureux","wáganba"
"entreprenant","wáanba"
"entreprenant","wáganba"
"boeuf rouge sombre","wáanɛ"
"boeuf rouge sombre","wánɛ"
"expert","wáanɛ"
"habile","wáanɛ"
"escabeau","wàanin"
"force vitale des incirconcis","wàanso"
"fête d'initiation","wàansofili"
"faire crouler","wáari"
"faire crouler","wáaro"
"faire crouler","wáro"
"faire crouler","wáru"
"faire partir en morceaux","wáari"
"faire partir en morceaux","wáaro"
"faire partir en morceaux","wáro"
"faire partir en morceaux","wáru"
"auge","wáaro"
"mettre en désordre","wáaro"
"mettre en désordre","wáru"
"mettre en désordre","wáro"
"chenille comestible","wàárɔ́wòrojɛ́"
"moment","wáati"
"moment","tùma"
"moment","wágati"
"le moment est passé","wáati tɛ̀mɛna"
"il l'a attendu un long moment","à yé  wáati ján kɛ́ k'à kɔ̀nɔ"
"parfois","wáati dɔ́ lá"
"ii a eu du retard, il est en retard","wáati y'á mìnɛ"
"période","wáatikun"
"décédé","wáatise"
"décédé","tùmase"
"brousse","wàga"
"brousse","wàa"
"hautes herbes","wàga"
"hautes herbes","wàa"
"défricher une savane","wàa bɔ̀"
"rayon de miel","wàga"
"rayon de miel","wàa"
"ouvrir tout grand","wàga"
"ouvrir tout grand","wàa"
"panier de kolas","wága"
"panier de kolas","nága"
"défrichage","wàgabɔ"
"défrichage","wàa.bɔ"
"caisse","wàgande"
"malle","wàgande"
"griffer","wàgasi"
"griffer","wàasi"
"mordiller","wàgasi"
"mordiller","wàasi"
"annonce publique","wàge"
"annonce publique","wélewele"
"si le serpent te pique, on n'en fait pas une annonce publique","ní  sà y'í cín, ò wàge tɛ́ dá"
"wahabite","wàhabiya"
"se fier","wàkali"
"se fiant en Dieu","wàkalinci"
"confiance en Dieu","wàkaliya"
"généreux","wàki"
"bienveillant","wàki"
"générosité","wàkiya"
"pas","wàla"
"déborder","wàla"
"déborder","wàlankata"
"déborder","wɛ̀tɛ"
"déborder","wàya"
"ou bien","wála"
"ou bien","wálima"
"ou bien","wáli"
"c'est un garçon ou une fille ?...","cɛ̀ dòn, wálima mùso ?"
"eh","wála"
"eh","wúla"
"Eh ! Nsan !","Nsàn wúla !"
"10h matin","wàlaha"
"10h matin","wàlahatile"
"se renverser","wálaki"
"se renverser","wálanki"
"se renverser","wóloki"
"se retourner","wálaki"
"se retourner","wálanki"
"se retourner","wóloki"
"faire un saut","wálaki"
"faire un saut","wálanki"
"faire un saut","wóloki"
"écorcher","wálaki"
"écorcher","wálanki"
"écorcher","wóloki"
"crécelle","wálamisa"
"crécelle","wásanba"
"crécelle","nkɔ́sɔkɔ"
"vannerie","wàlan"
"volant","wàlan"
"planchette","wàlan"
"planchette","wàlaha"
"moyen","wálan"
"moyen","mánkan"
"moyen","wála"
"[Context: pas tout à fait mûre] adolescente","súngurun wálan"
"tableau noir","wàlanba"
"vacances","wàlanbila"
"leçon","wàlanda"
"faire déborder","wàlankata"
"défiance","wálanpara"
"reprise des cours","wàlanta"
"dérouler","wálanwalan"
"dérouler","wálawala"
"détordre","wálanwalan"
"détordre","wálawala"
"bien expliquer","wálanwalan"
"bien expliquer","wálawala"
"bien régler une affaire","wálanwalan"
"bien régler une affaire","wálawala"
"pour que","wálasa"
"pour que","wáasa"
"pour que","wálisa"
"pour que tu ne l'oublies pas ...","wálasa  í kàna ɲìnɛ  ò kɔ́..."
"clairière","wálawala"
"très clair","wálawala"
"je le jure","wàláyi"
"je le jure","wàláhi"
"je le jure","wàláahi"
"je le jure","wàlláyi"
"acte","wále"
"acte","kɛ́wale"
"acte","báara"
"auteur","wálebaa"
"auxiliaire verbal","wáledɛmɛnan"
"auxiliaire verbal","kúmasen-mábɛnnan"
"gratitude","wáleɲumandɔn"
"gratitude","kóɲumandɔn"
"avoir gratitude","wáleɲumandɔn"
"ingrat","wáleɲumandɔnbali"
"ingratitude","wáleɲumandɔnbaliya"
"application","wáleya"
"respect des accords","wáleya"
"Ba Bènba ... ne respectait pas les accords comme son frère","Bá Bɛ́nba tùn tɛ́ sé wáleya lá, í ń'á fɔ́ à kɔ̀rɔkɛ"
"acte","wáleya"
"appliquer","wáleya"
"concrétiser","wáleya"
"conjuguer un verbe","wáleya"
"inapplication","wáleyabaliya"
"inaccomplissement","wáleyabaliya"
"[Context: kb 12/05 p 4] l'inapplication de la loi contre les fraudes ...","yùruguyurugu kɛ̀lɛli mín sàriya tàra, ò wálebaliya"
"jeu d'osselets sp","wàli"
"jeu d'osselets sp","wɔ̀li"
"[Context: planche à trous dans lesquels doivent entrer les graines servant à ce jeu] jouer à ce jeu","wàli bɔ́"
"autrui","wáli"
"objet appartenant à autrui","wálifɛn"
"pays étranger","wálijamana"
"saint","wàliju"
"pieux","wàliju"
"sainteté","wàlijuya"
"piété","wàlijuya"
"femme d'autrui","wálimuso"
"propriété.d'autrui","wálita"
"ébrécher","wàlo"
"ébrécher","wàlon"
"détacher un morceau","wàlo"
"détacher un morceau","wàlon"
"divise la noix de cola et donne m'en un morceau","wòro kélen wálo  kà fɛ́ɛrɛn dí  né mà"
"couteau de moisson","wánkalan"
"fauve","wára"
"fauve","wárabilen"
"singe rouge","wára"
"singe rouge","wárabilen"
"fétiche sp","wára"
"fétiche sp","wárabilen"
"homme vigoureux","wára"
"homme vigoureux","wárabilen"
"remplir abondamment","wára"
"tomber à verse","wára"
"lion","wáraba"
"lion","jàra"
"lionceau","wárabaden"
"lionceau","jàraden"
"lionne","wárabamuso"
"lionne","jàramuso"
"singe rouge","wárabilen"
"singe rouge","búbunin"
"singe rouge","wára"
"singe rouge","sòla"
"prunellier-liane","wáradagan"
"prunellier-liane","kɔ̀rɔngɛyin"
"prunellier-liane","sòlaminkɔn"
"prunellier-liane","wáraminkɔn"
"prunellier-liane","wára.da.gwan"
"démonter","wáraka"
"démonter","wálaka"
"enlever ses habits","wáraka"
"enlever ses habits","wálaka"
"dépecer","wáraka"
"dépecer","wálaka"
"démontable","wárakata"
"[Context: démontable] c'est un fusil moderne","màrifa wárakata dòn"
"drongo brillant","wárakilikɔnɔnin"
"drongo brillant","sísɛmɛ"
"prunellier-liane","wáramìnkɔn"
"prunellier-liane","kɔ̀rɔngɛyin"
"véranda","wáranda"
"panthère","wáraninkalan"
"panthère","wára.kalan"
"sommeil maladif","wáraɲama"
"sommeil maladif","kólonkariɲama"
"mouton à.tête et pattes noires","wárasaga"
"aigle brun","wárasyɛn"
"tamis sp","wárawara"
"chaînette","wárawara"
"collier fétichiste","wárawara"
"goutter abondamment","wárawara"
"tomber à grosses gouttes","wárawara"
"[Context: petites] la chèvre fait tomber ses  crottes comme des gouttes de pluie","bà bɛ́ à bò wára-wára"
"brillant","wárawarawara"
"clair","wárawarawara"
"[Context: pour faire la circoncision] [Context: du matin] alors si l'étoile  est très brillante,ils disent  : 'l'étoile est favorable'","ń'á y'á sɔ̀rɔ : dòlo jɛ́len wárawarawara dòn, ù b'á fɔ́ kó : dòlo ká dí"
"sauvagerie","wáraya"
"argent","wári"
"argent","wɔ́ri"
"payer qc, dépenser","wári bɔ́"
"""manger"" l'argent","wári dún"
"prix","wári"
"prix","wɔ́ri"
"combien ça coûte ?","à wári yé  jòli yé ?"
"fortuné","wáribatigi"
"gros riche","wáribatigi"
"banque","wáribon"
"banque","wáriso"
"trésor public","wáribon"
"trésor public","wáriso"
"banquier","wáribontigi"
"trésorier","wáribontigi"
"billet de banque","wáribulu"
"billet de banque","wárifura"
"changeur","wárifalenna"
"billet de banque","wárifura"
"argent comptant","wárijɛ"
"pièce d'argent","wárijɛkisɛ"
"voici que je donne mille pièces d'argent à ton frère","'Né fílɛ kà wárijɛkisɛ bà kélen dí í bálemakɛ mà (gn 20, 16)"
"trésorier","wárimarala"
"trésorier adjoint","wárimarala dánkan"
"pièces de monnaie","wárimisɛn"
"argent en billets","wárimugu"
"désargenter","wárintanya"
"être sans argent","wárintanya"
"il s'est trouvé désargenté après les dépenses de la rentrée scolaire","à wárintanyana  làkɔliwuli mùsaka fɛ̀"
"banque","wáriso"
"banque","wáribon"
"chèque","wáritasɛbɛn"
"mandat","wáritasɛbɛn"
"[Context: kb 2/06 p 1] ","wáritasɛbɛn  ń'ó yé 'sɛ́ki' yé"
"satisfaction","wàsa"
"rassasiement","wàsa"
"ils me suffiront amplement","òlu bɛ́  né wàsa bɔ́"
"se contenter de ..., être satisfait de ...","wàsa dòn...lá"
"satisfaire","wàsa"
"rassasier","wàsa"
"enrichir","wàsa"
"satisfait","wàsabaatɔ"
"satisfait","wàsa.baga.tɔ"
"insatisfait","wàsabali"
"[Context: Ez 16, 28] inassouvie, tu t'es prostituée aux Assyriens","í wàsabali yé díyatɔya kɛ́ Ásirika fɛ̀"
"député","wàsaden"
"enlever","wásaki"
"crécelle","wásanba"
"crécelle","nkɔ́sɔkɔ"
"crécelle","wásama"
"pour le fils aîné on fabrique un ""wasanba""","wásanba bɛ́ cì  dénkɛ fɔ́lɔ yé"
"se vanter","wáso"
"seuls les imbéciles osent se vanter de leurs récoltes","nálonma kɔ́, màa sí tɛ́ sɔ̀n  k'í wáso í ká sɔ̀rɔfɛn ná"
"vantardise","wáso"
"vaniteux","wásobaanci"
"vaniteux","wáso.baga.nci"
"fat","wásobaanci"
"fat","wáso.baga.nci"
"vanité","wásobaanciya"
"vanité","wáso.baga.nci.ya"
"prétention","wásobaanciya"
"prétention","wáso.baga.nci.ya"
"acharné","wàtità"
"bailler","wáwa"
"bailler","yáala"
"bailler","háalo"
"patatras","wáwu"
"démonter","wàyan"
"démonter","wùyan"
"se disperser","wàyan"
"se disperser","wùyan"
"boucher","wàyi"
"boucher","wàye"
"aïe","wáyi"
"aïe","wáayii"
"dévoiler","wàyiba"
"humilier publiquement","wàyiba"
"avoir honte","wàyiba"
"saucisse sp","wàyibara"
"autrefois on mettait dans la saucisse du foie, des rognons et de l'oreille, maintenant on y met beaucoup de choses qui ne valent rien","bíyɛn, kɔ́mɔkili àni túlo tùn bɛ́ kɛ́  wàyibara lá fɔ́lɔfɔlɔ, sísan  fɛ́n kúnntan cáman bɛ́ kɛ́  à rɔ́"
"commencer à.bouillir","wàyiwáyi"
"boucherie","wàyiya"
"métier de boucher","wàyiya"
"appel","wéle"
"appel","wéele"
"convocation","wéle"
"convocation","wéele"
